web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,image,image2
"1784591162-1","https://www.eventbrite.ie/d/ireland--donegal/government--events/?page=1","MacGill Summer School 2026","Thursday at 11:00","From €27.79","","Glenties · The Highlands Hotel","MacGill Summer School 2026","Save this event: MacGill Summer School 2026","Share this event: MacGill Summer School 2026","Save this event: MacGill Summer School 2026","Share this event: MacGill Summer School 2026","Thursday at 11:00","From €27.79","Glenties · The Highlands Hotel","MacGill Summer School","141 followers","Almost full","Almost full","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1172905865%2F481401311489%2F1%2Foriginal.20251213-163106?w=1024&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=b1b77a9099e0faa299dc72ddfb6b56c6","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1172905865%2F481401311489%2F1%2Foriginal.20251213-163106?w=1024&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=b1b77a9099e0faa299dc72ddfb6b56c6"
"1784591162-2","https://www.eventbrite.ie/d/ireland--donegal/government--events/?page=1","Choosing The Struggle","Wed 5 Aug, 19:00","Free","","Londonderry · Cultúrlann Uí Chanáin","Choosing The Struggle","Save this event: Choosing The Struggle","Share this event: Choosing The Struggle","Save this event: Choosing The Struggle","Share this event: Choosing The Struggle","Wed 5 Aug, 19:00","Free","Londonderry · Cultúrlann Uí Chanáin","Gasyard Wall Féile","378 followers","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188838794%2F265222288466%2F1%2Foriginal.20260714-152237?crop=focalpoint&fit=crop&w=320&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.547&fp-y=0.3&s=9be9678ef651a55a8724e1297ec97c3f","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188838794%2F265222288466%2F1%2Foriginal.20260714-152237?crop=focalpoint&fit=crop&w=320&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.547&fp-y=0.3&s=9be9678ef651a55a8724e1297ec97c3f"
"1784591162-3","https://www.eventbrite.ie/d/ireland--donegal/government--events/?page=1","Did Ye Hear about…Peace and the Political Path","Thu 6 Aug, 14:00","Free","","Derry · The Gasyard Centre","Did Ye Hear about…Peace and the Political Path","Save this event: Did Ye Hear about…Peace and the Political Path","Share this event: Did Ye Hear about…Peace and the Political Path","Save this event: Did Ye Hear about…Peace and the Political Path","Share this event: Did Ye Hear about…Peace and the Political Path","Thu 6 Aug, 14:00","Free","Derry · The Gasyard Centre","Gasyard Wall Féile","378 followers","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188912268%2F265222288466%2F1%2Foriginal.20260715-110515?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=d48aca5c2e0503ce2bf3579635ae15ec","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188912268%2F265222288466%2F1%2Foriginal.20260715-110515?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=d48aca5c2e0503ce2bf3579635ae15ec"
"1784591162-4","https://www.eventbrite.ie/d/ireland--donegal/government--events/?page=1","The Ethnic Cleansing of the West Bank","Thu 6 Aug, 19:00","Free","","Derry · Cultúrlann Uí Chanáin","The Ethnic Cleansing of the West Bank","Save this event: The Ethnic Cleansing of the West Bank","Share this event: The Ethnic Cleansing of the West Bank","Save this event: The Ethnic Cleansing of the West Bank","Share this event: The Ethnic Cleansing of the West Bank","Thu 6 Aug, 19:00","Free","Derry · Cultúrlann Uí Chanáin","Gasyard Wall Féile","378 followers","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188737228%2F265222288466%2F1%2Foriginal.20260713-095435?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=5ad1b0fa17daf625af5e9ec3e8682dc5","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188737228%2F265222288466%2F1%2Foriginal.20260713-095435?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=5ad1b0fa17daf625af5e9ec3e8682dc5"
"1784591162-5","https://www.eventbrite.ie/d/ireland--donegal/government--events/?page=1","A New Beginning? PSNI: 25 Years On","Wed 12 Aug, 19:00","Free","","Londonderry · Cultúrlann Uí Chanáin","A New Beginning? PSNI: 25 Years On","Save this event: A New Beginning? PSNI: 25 Years On","Share this event: A New Beginning? PSNI: 25 Years On","Save this event: A New Beginning? PSNI: 25 Years On","Share this event: A New Beginning? PSNI: 25 Years On","Wed 12 Aug, 19:00","Free","Londonderry · Cultúrlann Uí Chanáin","Gasyard Wall Féile","378 followers","Just added","Just added","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188912649%2F265222288466%2F1%2Foriginal.20260715-111431?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=50faf2bd020b797bb12bff6fd9ca9de6","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188912649%2F265222288466%2F1%2Foriginal.20260715-111431?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=50faf2bd020b797bb12bff6fd9ca9de6"
"1784591162-6","https://www.eventbrite.ie/d/ireland--donegal/government--events/?page=1","Eddie Dempsey","Mon 10 Aug, 19:00","Free","","Londonderry · Cultúrlann Uí Chanáin","Eddie Dempsey","Save this event: Eddie Dempsey","Share this event: Eddie Dempsey","Save this event: Eddie Dempsey","Share this event: Eddie Dempsey","Mon 10 Aug, 19:00","Free","Londonderry · Cultúrlann Uí Chanáin","Gasyard Wall Féile","378 followers","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188739663%2F265222288466%2F1%2Foriginal.20260713-104800?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=5a4021adff25a7f380560e51614f1fb8","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188739663%2F265222288466%2F1%2Foriginal.20260713-104800?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=5a4021adff25a7f380560e51614f1fb8"
"1784591162-7","https://www.eventbrite.ie/d/ireland--donegal/government--events/?page=1","Stormont Sources Podcast Live","Tue 11 Aug, 19:00","Free","","Londonderry · Cultúrlann Uí Chanáin","Stormont Sources Podcast Live","Save this event: Stormont Sources Podcast Live","Share this event: Stormont Sources Podcast Live","Save this event: Stormont Sources Podcast Live","Share this event: Stormont Sources Podcast Live","Tue 11 Aug, 19:00","Free","Londonderry · Cultúrlann Uí Chanáin","Gasyard Wall Féile","378 followers","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188740627%2F265222288466%2F1%2Foriginal.20260713-110820?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=445853c4d4502456184c317f7d357f67","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188740627%2F265222288466%2F1%2Foriginal.20260713-110820?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=445853c4d4502456184c317f7d357f67"
"1784591162-8","https://www.eventbrite.ie/d/ireland--donegal/government--events/?page=1","Ireland’s Unity - Vote YES","Fri 14 Aug, 13:00","Free","","Londonderry · Cultúrlann Uí Chanáin","Ireland’s Unity - Vote YES","Save this event: Ireland’s Unity - Vote YES","Share this event: Ireland’s Unity - Vote YES","Save this event: Ireland’s Unity - Vote YES","Share this event: Ireland’s Unity - Vote YES","Fri 14 Aug, 13:00","Free","Londonderry · Cultúrlann Uí Chanáin","Gasyard Wall Féile","378 followers","Just added","Just added","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188912953%2F265222288466%2F1%2Foriginal.20260715-112054?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.502&fp-y=0.595&s=1948b7b0ee7ecb1953aedcd5029071e5","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188912953%2F265222288466%2F1%2Foriginal.20260715-112054?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.502&fp-y=0.595&s=1948b7b0ee7ecb1953aedcd5029071e5"
"1784591162-9","https://www.eventbrite.ie/d/ireland--donegal/government--events/?page=1","Northern Ireland Peace Index Report Launch","Thu 3 Sept, 12:00","Free","","Londonderry · Holywell Trust","Northern Ireland Peace Index Report Launch","Save this event: Northern Ireland Peace Index Report Launch","Share this event: Northern Ireland Peace Index Report Launch","Save this event: Northern Ireland Peace Index Report Launch","Share this event: Northern Ireland Peace Index Report Launch","Thu 3 Sept, 12:00","Free","Londonderry · Holywell Trust","Queen's Institute for Peace, Security and Justice","533 followers","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188367045%2F114788744663%2F1%2Foriginal.20260707-133346?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=14d428b8840c602247f4357a692426ad","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188367045%2F114788744663%2F1%2Foriginal.20260707-133346?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=14d428b8840c602247f4357a692426ad"
"1784591162-10","https://www.eventbrite.ie/d/ireland--donegal/government--events/?page=1","Coercive Control: Where Is the Line?","Fri 14 Aug, 13:00","Free","","Londonderry · Holywell Trust","Coercive Control: Where Is the Line?","Save this event: Coercive Control: Where Is the Line?","Share this event: Coercive Control: Where Is the Line?","Save this event: Coercive Control: Where Is the Line?","Share this event: Coercive Control: Where Is the Line?","Fri 14 Aug, 13:00","Free","Londonderry · Holywell Trust","Gasyard Wall Féile","378 followers","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188837169%2F265222288466%2F1%2Foriginal.20260714-150507?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.502&fp-y=0.21&s=4536c84ab84e48a4716be34fea85109f","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188837169%2F265222288466%2F1%2Foriginal.20260714-150507?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.502&fp-y=0.21&s=4536c84ab84e48a4716be34fea85109f"
"1784591162-11","https://www.eventbrite.ie/d/ireland--donegal/government--events/?page=1","Neutrality Roadshow","Mon 10 Aug, 13:00","Free","","Derry · Cultúrlann Uí Chanáin","Neutrality Roadshow","Save this event: Neutrality Roadshow","Share this event: Neutrality Roadshow","Save this event: Neutrality Roadshow","Share this event: Neutrality Roadshow","Mon 10 Aug, 13:00","Free","Derry · Cultúrlann Uí Chanáin","Gasyard Wall Féile","378 followers","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188912405%2F265222288466%2F1%2Foriginal.20260715-110818?crop=focalpoint&fit=crop&w=320&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=3362a0002f2f55730593d3f58fa1011f","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188912405%2F265222288466%2F1%2Foriginal.20260715-110818?crop=focalpoint&fit=crop&w=320&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=3362a0002f2f55730593d3f58fa1011f"
"1784591162-12","https://www.eventbrite.ie/d/ireland--donegal/government--events/?page=1","Youth Voices: For the Future of Ireland","Thu 13 Aug, 19:00","Free","","Derry · Cultúrlann Uí Chanáin","Youth Voices: For the Future of Ireland","Save this event: Youth Voices: For the Future of Ireland","Share this event: Youth Voices: For the Future of Ireland","Save this event: Youth Voices: For the Future of Ireland","Share this event: Youth Voices: For the Future of Ireland","Thu 13 Aug, 19:00","Free","Derry · Cultúrlann Uí Chanáin","Gasyard Wall Féile","378 followers","Just added","Just added","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188912741%2F265222288466%2F1%2Foriginal.20260715-111607?w=1024&auto=format%2Ccompress&q=75&sharp=10&s=b1194ada87e6e8c1a85d20e597197ae4","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188912741%2F265222288466%2F1%2Foriginal.20260715-111607?w=1024&auto=format%2Ccompress&q=75&sharp=10&s=b1194ada87e6e8c1a85d20e597197ae4"
"1784591162-13","https://www.eventbrite.ie/d/ireland--donegal/government--events/?page=1","The Emergency Services & Military Expo","Thu 10 Sept, 10:00","From €20.00","","Westmeath · Radisson Blu Hotel","The Emergency Services & Military Expo","Save this event: The Emergency Services & Military Expo","Share this event: The Emergency Services & Military Expo","Save this event: The Emergency Services & Military Expo","Share this event: The Emergency Services & Military Expo","Thu 10 Sept, 10:00","From €20.00","Westmeath · Radisson Blu Hotel","Stephen Moore","173 followers","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1184689298%2F1971046373713%2F1%2Foriginal.20260515-144711?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=91b57cfab485cffac75d3be0add50f79","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1184689298%2F1971046373713%2F1%2Foriginal.20260515-144711?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=91b57cfab485cffac75d3be0add50f79"
"1784591162-14","https://www.eventbrite.ie/d/ireland--donegal/government--events/?page=1","ROE","Thu 15 Oct, 20:00","From £24.54","","Belfast · The Harrison Chambers of Distinction","ROE","Save this event: ROE","Share this event: ROE","Save this event: ROE","Share this event: ROE","Thu 15 Oct, 20:00","From £24.54","Belfast · The Harrison Chambers of Distinction","McKowski Cafe @ The Harrison Hotel","113 followers","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188488441%2F174055664208%2F1%2Foriginal.20260708-203133?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=b74196e6d91e37d743482cf231646273","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188488441%2F174055664208%2F1%2Foriginal.20260708-203133?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=b74196e6d91e37d743482cf231646273"
"1784591162-15","https://www.eventbrite.ie/d/ireland--donegal/government--events/?page=1","15th Annual D'Arcy McGee Summer School: Culture, Identity and Inclusion","Wed 26 Aug, 09:00 + 1 more","From €48.69","","Carlingford · Four Seasons Hotel, Spa & Leisure Club Carlingford & Carlingford Heritage Centre","15th Annual D'Arcy McGee Summer School: Culture, Identity and Inclusion","Save this event: 15th Annual D'Arcy McGee Summer School: Culture, Identity and Inclusion","Share this event: 15th Annual D'Arcy McGee Summer School: Culture, Identity and Inclusion","Save this event: 15th Annual D'Arcy McGee Summer School: Culture, Identity and Inclusion","Share this event: 15th Annual D'Arcy McGee Summer School: Culture, Identity and Inclusion","Wed 26 Aug, 09:00 + 1 more","From €48.69","Carlingford · Four Seasons Hotel, Spa & Leisure Club Carlingford & Carlingford Heritage Centre","Carlingford Heritage Centre","138 followers","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1189254798%2F1354487513063%2F1%2Foriginal.20260720-210808?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.491&fp-y=0.605&s=9321f67cbadc904f96b7b7614f19297b","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1189254798%2F1354487513063%2F1%2Foriginal.20260720-210808?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.491&fp-y=0.605&s=9321f67cbadc904f96b7b7614f19297b"
"1784591162-16","https://www.eventbrite.ie/d/ireland--donegal/government--events/?page=1","Northern Ireland Peace Index Report Launch","Wed 2 Sept, 10:00","Free","","Belfast · Canada Room & Council Chamber","Northern Ireland Peace Index Report Launch","Save this event: Northern Ireland Peace Index Report Launch","Share this event: Northern Ireland Peace Index Report Launch","Save this event: Northern Ireland Peace Index Report Launch","Share this event: Northern Ireland Peace Index Report Launch","Wed 2 Sept, 10:00","Free","Belfast · Canada Room & Council Chamber","Queen's Institute for Peace, Security and Justice","533 followers","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188366075%2F114788744663%2F1%2Foriginal.20260707-131911?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=1d6966084e7f0f47dd596dbdf39ac212","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188366075%2F114788744663%2F1%2Foriginal.20260707-131911?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=1d6966084e7f0f47dd596dbdf39ac212"
"1784591162-17","https://www.eventbrite.ie/d/ireland--donegal/government--events/?page=1","Ireland and the  Spanish Civil War: the Press and Politics","Fri 11 Sept, 10:00","Free","","Belfast · Ulster University","Ireland and the  Spanish Civil War: the Press and Politics","Save this event: Ireland and the  Spanish Civil War: the Press and Politics","Share this event: Ireland and the  Spanish Civil War: the Press and Politics","Save this event: Ireland and the  Spanish Civil War: the Press and Politics","Share this event: Ireland and the  Spanish Civil War: the Press and Politics","Fri 11 Sept, 10:00","Free","Belfast · Ulster University","","","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188066838%2F1910812406893%2F1%2Foriginal.20260702-092538?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.502&fp-y=0.519&s=4059b5d8c7e8aa981027e4acdc4d7223","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188066838%2F1910812406893%2F1%2Foriginal.20260702-092538?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.502&fp-y=0.519&s=4059b5d8c7e8aa981027e4acdc4d7223"
"1784591162-18","https://www.eventbrite.ie/d/ireland--donegal/government--events/?page=1","Rebooting the public sector:","Fri 23 Oct, 10:30","Free","","Belfast · Ulster University","Rebooting the public sector:","Save this event: Rebooting the public sector:","Share this event: Rebooting the public sector:","Save this event: Rebooting the public sector:","Share this event: Rebooting the public sector:","Fri 23 Oct, 10:30","Free","Belfast · Ulster University","","","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188542988%2F1910812406893%2F1%2Foriginal.20260709-151411?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=d584602c81d3ac93eb46d54e87765d2b","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188542988%2F1910812406893%2F1%2Foriginal.20260709-151411?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=d584602c81d3ac93eb46d54e87765d2b"
"1784591162-19","https://www.eventbrite.ie/d/ireland--donegal/government--events/?page=1","NMC Council Meeting - 23 September 2026","Wed 23 Sept, 09:30","Free","","Belfast · Stormont Hotel Belfast","NMC Council Meeting - 23 September 2026","Save this event: NMC Council Meeting - 23 September 2026","Share this event: NMC Council Meeting - 23 September 2026","Save this event: NMC Council Meeting - 23 September 2026","Share this event: NMC Council Meeting - 23 September 2026","Wed 23 Sept, 09:30","Free","Belfast · Stormont Hotel Belfast","","","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1185848361%2F3003917274154%2F1%2Foriginal.20260601-095232?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=634aa729ce5eecaa089c25cf1780f1ff","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1185848361%2F3003917274154%2F1%2Foriginal.20260601-095232?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=634aa729ce5eecaa089c25cf1780f1ff"
"1784591162-20","https://www.eventbrite.ie/d/ireland--donegal/government--events/?page=1","Public Tour of Parliament Buildings, Stormont Estate, Belfast","Thursday at 10:00 + 129 more","Free","","Stormont · Parliament Buildings","Public Tour of Parliament Buildings, Stormont Estate, Belfast","Save this event: Public Tour of Parliament Buildings, Stormont Estate, Belfast","Share this event: Public Tour of Parliament Buildings, Stormont Estate, Belfast","Save this event: Public Tour of Parliament Buildings, Stormont Estate, Belfast","Share this event: Public Tour of Parliament Buildings, Stormont Estate, Belfast","Thursday at 10:00 + 129 more","Free","Stormont · Parliament Buildings","Northern Ireland Assembly Visitor Experience Team","511 followers","Almost full","Almost full","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F252399729%2F867544496293%2F1%2Foriginal.20220322-172120?w=1024&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C91%2C5508%2C2754&s=8099afafd708ff554818a578dfb27866","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F252399729%2F867544496293%2F1%2Foriginal.20220322-172120?w=1024&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C91%2C5508%2C2754&s=8099afafd708ff554818a578dfb27866"
"1784591167-21","https://www.eventbrite.ie/d/ireland--donegal/film-and-media--events/?page=1","The Mary From Dungloe International Arts Festival Crowning Cabaret Event","Sun 2 Aug, 19:00","From €27.79","","Dungle · Rosses Community School Sports Hall","The Mary From Dungloe International Arts Festival Crowning Cabaret Event","Save this event: The Mary From Dungloe International Arts Festival Crowning Cabaret Event","Share this event: The Mary From Dungloe International Arts Festival Crowning Cabaret Event","Save this event: The Mary From Dungloe International Arts Festival Crowning Cabaret Event","Share this event: The Mary From Dungloe International Arts Festival Crowning Cabaret Event","Sun 2 Aug, 19:00","From €27.79","Dungle · Rosses Community School Sports Hall","Mary From Dungloe International Arts Festival","47 followers","Almost full","Almost full","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1186945420%2F1963207623893%2F1%2Foriginal.20260615-161339?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.191&fp-y=0.487&s=de5a12de3bbe9137fafcdd9100060c10","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1186945420%2F1963207623893%2F1%2Foriginal.20260615-161339?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.191&fp-y=0.487&s=de5a12de3bbe9137fafcdd9100060c10"
"1784591167-22","https://www.eventbrite.ie/d/ireland--donegal/film-and-media--events/?page=1","3 Bucks Left - Comedy Show","Thu 13 Aug, 20:00","From €17.07","","Sligo · Gracie's Bar Sligo","3 Bucks Left - Comedy Show","Save this event: 3 Bucks Left - Comedy Show","Share this event: 3 Bucks Left - Comedy Show","Save this event: 3 Bucks Left - Comedy Show","Share this event: 3 Bucks Left - Comedy Show","Thu 13 Aug, 20:00","From €17.07","Sligo · Gracie's Bar Sligo","Gracie's Bar, Sligo","65 followers","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188747933%2F2990238846746%2F1%2Foriginal.20260713-132810?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.509&fp-y=0.043&s=d724ef3d679d4e915f1c6e653a88259e","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188747933%2F2990238846746%2F1%2Foriginal.20260713-132810?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.509&fp-y=0.043&s=d724ef3d679d4e915f1c6e653a88259e"
"1784591167-23","https://www.eventbrite.ie/d/ireland--donegal/film-and-media--events/?page=1","The Masked Singer","Sat 10 Oct, 18:30","From €27.79","","Ballinode · Clayton Hotel Sligo","The Masked Singer","Save this event: The Masked Singer","Share this event: The Masked Singer","Save this event: The Masked Singer","Share this event: The Masked Singer","Sat 10 Oct, 18:30","From €27.79","Ballinode · Clayton Hotel Sligo","","","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188314713%2F31993448357%2F1%2Foriginal.20260706-195137?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.199&fp-y=0.652&s=10b5f4eb0d8712c02afe8c6aec87ccc7","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188314713%2F31993448357%2F1%2Foriginal.20260706-195137?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.199&fp-y=0.652&s=10b5f4eb0d8712c02afe8c6aec87ccc7"
"1784591167-24","https://www.eventbrite.ie/d/ireland--donegal/film-and-media--events/?page=1","Celtic Utopia","Thu 13 Aug, 18:00","Free","","Londonderry · Nerve Centre","Celtic Utopia","Save this event: Celtic Utopia","Share this event: Celtic Utopia","Save this event: Celtic Utopia","Share this event: Celtic Utopia","Thu 13 Aug, 18:00","Free","Londonderry · Nerve Centre","Gasyard Wall Féile","378 followers","Just added","Just added","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188274040%2F265222288466%2F1%2Foriginal.20260706-102625?w=640&auto=format%2Ccompress&q=75&sharp=10&s=1ce7934e900086ef994f9dc77859fe0d","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188274040%2F265222288466%2F1%2Foriginal.20260706-102625?w=640&auto=format%2Ccompress&q=75&sharp=10&s=1ce7934e900086ef994f9dc77859fe0d"
"1784591167-25","https://www.eventbrite.ie/d/ireland--donegal/film-and-media--events/?page=1","Shoot The People","Tue 11 Aug, 19:00","Free","","Londonderry · Nerve Centre","Shoot The People","Save this event: Shoot The People","Share this event: Shoot The People","Save this event: Shoot The People","Share this event: Shoot The People","Tue 11 Aug, 19:00","Free","Londonderry · Nerve Centre","Gasyard Wall Féile","378 followers","Just added","Just added","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188152801%2F265222288466%2F1%2Foriginal.20260703-125247?w=320&auto=format%2Ccompress&q=75&sharp=10&s=28268273c91c88632a45d3c32a636de9","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188152801%2F265222288466%2F1%2Foriginal.20260703-125247?w=320&auto=format%2Ccompress&q=75&sharp=10&s=28268273c91c88632a45d3c32a636de9"
